year,state,armed_with,threat_type,flee_status,body_camera
2023,AZ,Gun,Threat,Missing,0
2023,NE,Gun,Shoot,Foot,0
2023,OH,Vehicle,Move,Vehicle,1
2023,FL,Gun,Threat,Vehicle,0
2023,SC,Gun,Shoot,Not Fleeing,0
2023,CA,Gun,Unclear Threat,Missing,0
2023,NM,Gun,Threat,Missing,0
2023,CO,Gun,Threat,Not Fleeing,0
2023,VA,Gun,Shoot,Not Fleeing,0
2023,OH,Unarmed,Move,Missing,1
2023,MD,Unarmed,Flee,Vehicle,0
2023,NE,Gun,Threat,Not Fleeing,0
2023,MO,Gun,Point,Not Fleeing,0
2023,CO,Gun,Threat,Foot,1
2023,GA,Gun,Point,Not Fleeing,0
2023,SC,Knife,Threat,Missing,0
2023,TN,Gun,Shoot,Missing,0
2023,VA,Gun,Threat,Vehicle,0
2023,FL,Gun,Shoot,Not Fleeing,0
2023,TX,Gun,Threat,Missing,0
2023,LA,Unarmed,Flee,Foot,0
2023,IN,Gun,Threat,Foot,0
2023,KS,Unclear Weapon Information,Flee,Vehicle,0
2023,MI,Gun,Point,Missing,0
2023,KY,Unclear Weapon Information,Move,Missing,0
2023,TX,Vehicle,Move,Vehicle,0
2023,SD,Knife,Attack,Not Fleeing,1
2023,NJ,Knife,Threat,Missing,0
2023,AL,Gun,Point,Missing,0
2023,AL,Unclear Weapon Information,Threat,Missing,0
2023,FL,Gun,Shoot,Vehicle,0
2023,CA,Knife,Threat,Not Fleeing,0
2023,TX,Gun,Point,Not Fleeing,0
2023,MA,Replica,Point,Missing,0
2023,CA,Unclear Weapon Information,Flee,Vehicle,0
2023,IN,Gun,Threat,Foot,1
2023,IN,Gun,Shoot,Foot,1
2023,FL,Vehicle,Move,Vehicle,0
2023,CA,Blunt Object,Threat,Not Fleeing,0
2023,CO,Gun,Point,Missing,1
2023,IL,Gun,Attack,Foot,1
2023,MO,Knife,Threat,Not Fleeing,0
2023,FL,Unclear Weapon Information,Unclear Threat,Missing,0
2023,WI,Gun,Shoot,Not Fleeing,1
2023,TX,Gun,Shoot,Not Fleeing,1
2023,OR,Gun,Point,Not Fleeing,0
2023,IL,Gun,Threat,Foot,1
2023,OK,Gun,Shoot,Vehicle,0
2023,IL,Gun,Point,Foot,0
2023,CA,Unarmed,Attack,Missing,0
2023,PA,Gun,Shoot,Missing,0
2023,CA,Knife,Threat,Not Fleeing,0
2023,CA,Unarmed,Flee,Vehicle,0
2023,MN,Knife,Threat,Not Fleeing,1
2023,OH,Gun,Move,Not Fleeing,1
2023,AZ,Gun,Threat,Missing,0
2023,CA,Knife,Threat,Missing,1
2023,NC,Gun,Threat,Not Fleeing,1
2023,TX,Gun,Shoot,Vehicle,0
2023,FL,Gun,Point,Not Fleeing,0
2023,TN,Gun,Point,Missing,0
2023,FL,Gun,Threat,Not Fleeing,0
2023,WA,Gun,Shoot,Missing,0
2023,IL,Knife,Attack,Missing,0
2023,TX,Knife,Attack,Missing,0
2023,WV,Unclear Weapon Information,Unclear Threat,Missing,1
2023,OK,Gun,Point,Not Fleeing,1
2023,MT,Unclear Weapon Information,Unclear Threat,Missing,0
2023,TN,Gun,Threat,Not Fleeing,0
2023,KS,Replica,Threat,Vehicle,1
2023,MS,Unclear Weapon Information,Unclear Threat,Missing,0
2023,CA,Gun,Move,Foot,1
2023,FL,Gun,Threat,Missing,0
2023,AZ,Knife,Attack,Foot,1
2023,TX,Knife,Threat,Vehicle,0
2023,WI,Gun,Threat,Vehicle,1
2023,CA,Gun,Threat,Not Fleeing,0
2023,AZ,Gun,Shoot,Foot,0
2023,AZ,Gun,Point,Not Fleeing,0
2023,VA,Unarmed,Flee,Foot,1
2023,CA,Replica,Point,Not Fleeing,0
2023,KY,Unclear Weapon Information,Threat,Foot,0
2023,PA,Gun,Shoot,Not Fleeing,0
2023,MN,Knife,Threat,Not Fleeing,1
2023,NM,Gun,Threat,Missing,1
2023,GA,Gun,Point,Foot,0
2023,NC,Unarmed,Move,Not Fleeing,0
2023,OH,Gun,Threat,Missing,0
2023,MA,Gun,Shoot,Foot,1
2023,AZ,Gun,Threat,Not Fleeing,1
2023,OH,Gun,Point,Missing,1
2023,LA,Gun,Shoot,Missing,0
2023,DC,Gun,Threat,Foot,0
2023,OR,Knife,Threat,Not Fleeing,0
2023,VA,Gun,Point,Foot,0
2023,MO,Gun,Threat,Missing,1
2023,NY,Gun,Point,Vehicle,1
2023,OK,Gun,Shoot,Foot,0
2023,CO,Gun,Point,Missing,0
2023,UT,Gun,Threat,Not Fleeing,1
2023,GA,Vehicle,Move,Vehicle,0
2023,TN,Gun,Shoot,Missing,0
2023,AL,Knife,Threat,Not Fleeing,0
2023,TX,Knife,Point,Vehicle,1
2023,NJ,Knife,Threat,Not Fleeing,0
2023,AZ,Gun,Shoot,Vehicle,0
2023,NV,Gun,Threat,Not Fleeing,0
2023,FL,Gun,Shoot,Missing,0
2023,LA,Gun,Point,Vehicle,1
2023,MD,Knife,Threat,Not Fleeing,0
2023,CA,Gun,Shoot,Vehicle,1
2023,MN,Gun,Shoot,Missing,1
2023,FL,Gun,Threat,Not Fleeing,0
2023,AZ,Gun,Threat,Missing,1
2023,DE,Vehicle,Move,Missing,0
2023,GA,Gun,Threat,Not Fleeing,0
2023,AZ,Knife,Threat,Not Fleeing,0
2023,TX,Gun,Shoot,Vehicle,0
2023,NC,Gun,Shoot,Vehicle,0
2023,AL,Gun,Threat,Foot,1
2023,TX,Gun,Point,Vehicle,0
2023,FL,Blunt Object,Point,Vehicle,0
2023,NC,Gun,Shoot,Foot,0
2023,TX,Gun,Point,Vehicle,0
2023,IN,Gun,Shoot,Not Fleeing,1
2023,NJ,Gun,Shoot,Foot,0
2023,HI,Unarmed,Move,Vehicle,0
2023,WA,Gun,Threat,Missing,0
2023,TN,Gun,Shoot,Not Fleeing,0
2023,TX,Gun,Point,Vehicle,0
2023,CA,Blunt Object,Threat,Not Fleeing,1
2023,FL,Gun,Shoot,Foot,0
2023,CA,Unarmed,Flee,Vehicle,0
2023,AZ,Gun,Point,Foot,0
2023,AZ,Vehicle,Threat,Vehicle,1
2023,GA,Gun,Shoot,Not Fleeing,0
2023,GA,Gun,Point,Not Fleeing,0
2023,FL,Knife,Threat,Foot,0
2023,AZ,Gun,Threat,Not Fleeing,0
2023,CA,Knife,Threat,Not Fleeing,1
2023,CO,Gun,Threat,Foot,1
2023,DC,Vehicle,Move,Vehicle,1
2023,TN,Unclear Weapon Information,Unclear Threat,Vehicle,0
2023,CA,Knife,Threat,Foot,1
2023,MT,Gun,Shoot,Vehicle,0
2023,UT,Gun,Shoot,Not Fleeing,0
2023,VA,Gun,Shoot,Foot,0
2023,IN,Gun,Threat,Missing,0
2023,NY,Gun,Threat,Vehicle,1
2023,TX,Gun,Point,Not Fleeing,0
2023,OH,Vehicle,Move,Vehicle,0
2023,CO,Knife,Threat,Not Fleeing,1
2023,OR,Gun,Point,Foot,0
2023,MI,Gun,Threat,Not Fleeing,0
2023,CA,Knife,Threat,Not Fleeing,0
2023,CA,Gun,Shoot,Vehicle,0
2023,WA,Gun,Shoot,Foot,0
2023,TX,Unarmed,Unclear Threat,Missing,0
2023,TX,Gun,Shoot,Missing,0
2023,NC,Gun,Threat,Missing,0
2023,WA,Multiple Weapons,Threat,Foot,0
2023,TX,Unclear Weapon Information,Unclear Threat,Missing,0
2023,TN,Gun,Shoot,Missing,0
2023,OK,Gun,Shoot,Vehicle,0
2023,NC,Gun,Point,Vehicle,0
2023,MT,Gun,Point,Vehicle,0
2023,OK,Knife,Point,Foot,1
2023,CA,Gun,Shoot,Foot,0
2023,NC,Gun,Threat,Missing,0
2023,UT,Unarmed,Move,Foot,1
2023,TN,Gun,Shoot,Not Fleeing,1
2023,TX,Knife,Threat,Not Fleeing,1
2023,NC,Gun,Shoot,Missing,1
2023,CO,Gun,Shoot,Not Fleeing,1
2023,AZ,Gun,Threat,Not Fleeing,0
2023,TX,Gun,Shoot,Not Fleeing,1
2023,TX,Gun,Threat,Vehicle,0
2023,AZ,Knife,Threat,Not Fleeing,0
2023,GA,Gun,Shoot,Missing,0
2023,NC,Gun,Shoot,Missing,0
2023,PA,Gun,Threat,Vehicle,1
2023,KY,Gun,Threat,Vehicle,0
2023,ID,Vehicle,Move,Vehicle,0
2023,CA,Gun,Shoot,Vehicle,0
2023,VA,Gun,Shoot,Not Fleeing,0
2023,CO,Gun,Point,Foot,1
2023,MO,Gun,Shoot,Missing,0
2023,CO,Knife,Threat,Missing,0
2023,AZ,Gun,Shoot,Not Fleeing,1
2023,MI,Gun,Point,Not Fleeing,0
2023,PA,Vehicle,Move,Vehicle,0
2023,TX,Gun,Point,Missing,0
2023,NM,Blunt Object,Attack,Vehicle,0
2023,TX,Knife,Threat,Foot,0
2023,TN,Gun,Threat,Vehicle,0
2023,TN,Gun,Threat,Vehicle,0
2023,MT,Gun,Threat,Vehicle,0
2023,AL,Gun,Point,Vehicle,0
2023,CA,Unarmed,Attack,Missing,0
2023,TX,Gun,Threat,Foot,1
2023,NM,Gun,Threat,Not Fleeing,1
2023,TN,Unclear Weapon Information,Unclear Threat,Missing,0
2023,OR,Replica,Threat,Not Fleeing,0
2023,MO,Gun,Threat,Missing,0
2023,FL,Gun,Point,Not Fleeing,1
2023,CA,Knife,Threat,Not Fleeing,1
2023,FL,Gun,Point,Missing,0
2023,WI,Gun,Shoot,Missing,1
2023,IL,Gun,Shoot,Not Fleeing,1
2023,AL,Gun,Shoot,Vehicle,0
2023,FL,Gun,Shoot,Not Fleeing,1
2023,MS,Unclear Weapon Information,Threat,Missing,0
2023,OR,Gun,Shoot,Foot,0
2023,AZ,Knife,Threat,Not Fleeing,0
2023,ID,Knife,Attack,Not Fleeing,0
2023,KY,Gun,Shoot,Missing,1
2023,NC,Gun,Threat,Foot,0
2023,TX,Unarmed,Attack,Vehicle,1
2023,ID,Unclear Weapon Information,Flee,Vehicle,0
2023,IN,Gun,Shoot,Not Fleeing,0
2023,FL,Gun,Shoot,Vehicle,0
2023,FL,Knife,Attack,Foot,1
2023,CA,Replica,Threat,Missing,1
2023,GA,Knife,Threat,Not Fleeing,0
2023,NY,Gun,Point,Not Fleeing,1
2023,AZ,Unclear Weapon Information,Unclear Threat,Missing,0
2023,CA,Gun,Point,Foot,0
2023,VA,Gun,Shoot,Not Fleeing,0
2023,OH,Gun,Point,Foot,1
2023,CO,Gun,Shoot,Not Fleeing,0
2023,IL,Gun,Threat,Foot,1
2023,MN,Gun,Shoot,Missing,1
2023,WV,Replica,Threat,Foot,0
2023,NM,Knife,Threat,Not Fleeing,1
2023,AZ,Gun,Shoot,Not Fleeing,1
2023,CA,Knife,Threat,Foot,1
2023,KY,Unclear Weapon Information,Unclear Threat,Missing,0
2023,LA,Gun,Shoot,Foot,0
2023,WA,Other,Threat,Not Fleeing,0
2023,AL,Unclear Weapon Information,Threat,Missing,0
2023,FL,Gun,Shoot,Vehicle,0
2023,TN,Gun,Threat,Missing,0
2023,MO,Gun,Threat,Not Fleeing,0
2023,IN,Gun,Shoot,Vehicle,1
2023,TX,Knife,Threat,Missing,0
2023,MO,Unclear Weapon Information,Unclear Threat,Missing,0
2023,IL,Gun,Threat,Missing,1
2023,WI,Gun,Threat,Missing,1
2023,OK,Gun,Threat,Missing,0
2023,LA,Gun,Point,Missing,0
2023,TX,Gun,Point,Not Fleeing,1
2023,UT,Gun,Shoot,Missing,0
2023,AR,Vehicle,Attack,Vehicle,0
2023,LA,Unclear Weapon Information,Unclear Threat,Missing,0
2023,LA,Unclear Weapon Information,Attack,Not Fleeing,0
2023,GA,Knife,Move,Not Fleeing,0
2023,MO,Gun,Threat,Foot,1
2023,NJ,Knife,Threat,Missing,0
2023,OR,Gun,Shoot,Vehicle,0
2023,NC,Unarmed,Attack,Missing,0
2023,MT,Knife,Move,Not Fleeing,0
2023,KS,Unclear Weapon Information,Unclear Threat,Missing,0
2023,TX,Gun,Shoot,Not Fleeing,0
2023,CA,Gun,Threat,Not Fleeing,0
2023,CA,Gun,Shoot,Vehicle,1
2023,MN,Gun,Threat,Not Fleeing,0
2023,GA,Gun,Shoot,Foot,0
2023,TX,Gun,Threat,Not Fleeing,0
2023,UT,Gun,Shoot,Not Fleeing,1
2023,TX,Gun,Shoot,Foot,1
2023,MO,Gun,Shoot,Not Fleeing,0
2023,CA,Knife,Threat,Not Fleeing,1
2023,CO,Unclear Weapon Information,Unclear Threat,Missing,0
2023,WY,Gun,Shoot,Not Fleeing,0
2023,CA,Gun,Shoot,Vehicle,0
2023,OR,Gun,Shoot,Vehicle,0
2023,CA,Unarmed,Flee,Foot,0
2023,CO,Gun,Shoot,Missing,0
2023,HI,Knife,Threat,Not Fleeing,1
2023,SC,Gun,Shoot,Vehicle,0
2023,AL,Gun,Shoot,Not Fleeing,0
2023,CO,Knife,Attack,Missing,0
2023,NE,Gun,Shoot,Not Fleeing,0
2023,TX,Gun,Shoot,Not Fleeing,1
2023,AR,Unclear Weapon Information,Unclear Threat,Missing,0
2023,FL,Gun,Threat,Not Fleeing,0
2023,MS,Gun,Shoot,Not Fleeing,0
2023,WA,Gun,Threat,Not Fleeing,0
2023,TX,Unarmed,Move,Missing,1
2023,NJ,Gun,Threat,Foot,1
2023,CO,Unarmed,Unclear Threat,Missing,1
2023,GA,Vehicle,Attack,Vehicle,0
2023,PA,Gun,Threat,Missing,0
2023,PA,Gun,Point,Foot,1
2023,CA,Gun,Threat,Vehicle,0
2023,TX,Knife,Point,Not Fleeing,0
2023,TX,Unclear Weapon Information,Point,Missing,0
2023,MI,Gun,Point,Missing,0
2023,TX,Gun,Shoot,Missing,0
2023,SC,Gun,Shoot,Missing,1
2023,FL,Knife,Threat,Not Fleeing,0
2023,TX,Gun,Point,Vehicle,0
2023,FL,Gun,Point,Not Fleeing,0
2023,TX,Gun,Point,Vehicle,0
2023,NC,Knife,Threat,Not Fleeing,0
2023,MI,Gun,Threat,Vehicle,0
2023,CA,Knife,Threat,Missing,0
2023,OK,Unclear Weapon Information,Unclear Threat,Missing,0
2023,NC,Gun,Threat,Not Fleeing,1
2023,AZ,Gun,Point,Not Fleeing,0
2023,IL,Gun,Shoot,Not Fleeing,0
2023,AZ,Unclear Weapon Information,Attack,Foot,1
2023,TX,Gun,Shoot,Missing,0
2023,VA,Multiple Weapons,Attack,Vehicle,1
2023,LA,Gun,Shoot,Vehicle,0
2023,FL,Gun,Point,Missing,0
2023,TN,Gun,Shoot,Missing,0
2023,TX,Gun,Point,Missing,0
2023,OK,Gun,Shoot,Vehicle,0
2023,NM,Gun,Threat,Not Fleeing,0
2023,TX,Knife,Threat,Not Fleeing,1
2023,TX,Gun,Point,Not Fleeing,1
2023,GA,Gun,Point,Missing,0
2023,FL,Gun,Threat,Not Fleeing,0
2023,NM,Gun,Shoot,Foot,1
2023,ID,Multiple Weapons,Threat,Not Fleeing,0
2023,MS,Gun,Point,Missing,0
2023,NV,Knife,Point,Not Fleeing,0
2023,CA,Knife,Point,Not Fleeing,0
2023,AK,Gun,Point,Missing,0
2023,WI,Gun,Shoot,Not Fleeing,0
2023,OK,Gun,Point,Missing,0
2023,MS,Unarmed,Attack,Vehicle,0
2023,LA,Knife,Threat,Not Fleeing,0
2023,AZ,Unarmed,Move,Not Fleeing,1
2023,FL,Gun,Point,Missing,0
2023,AZ,Gun,Threat,Missing,0
2023,NV,Unclear Weapon Information,Unclear Threat,Missing,0
2023,MO,Gun,Shoot,Missing,0
2023,AR,Gun,Shoot,Missing,0
2023,TX,Knife,Threat,Not Fleeing,0
2023,CA,Gun,Threat,Not Fleeing,1
2023,WA,Gun,Shoot,Foot,0
2023,NM,Knife,Attack,Not Fleeing,0
2023,CO,Unarmed,Attack,Missing,0
2023,CO,Gun,Shoot,Foot,1
2023,WI,Gun,Shoot,Foot,1
2023,FL,Gun,Point,Not Fleeing,0
2023,OH,Gun,Point,Vehicle,0
2023,MS,Gun,Threat,Not Fleeing,1
2023,TN,Unclear Weapon Information,Flee,Vehicle,0
2023,TX,Vehicle,Move,Not Fleeing,0
2023,NY,Gun,Shoot,Not Fleeing,0
2023,GA,Gun,Shoot,Not Fleeing,0
2023,RI,Gun,Threat,Vehicle,1
2023,IL,Gun,Shoot,Vehicle,0
2023,OK,Gun,Threat,Vehicle,0
2023,IL,Blunt Object,Threat,Missing,1
2023,NC,Blunt Object,Threat,Vehicle,0
2023,TX,Gun,Threat,Vehicle,0
2023,FL,Gun,Shoot,Missing,1
2023,CO,Gun,Point,Missing,0
2023,NH,Gun,Threat,Missing,1
2023,CA,Knife,Point,Not Fleeing,1
2023,GA,Gun,Point,Not Fleeing,0
2023,TX,Gun,Point,Not Fleeing,1
2023,MO,Unarmed,Attack,Vehicle,0
2023,IL,Knife,Threat,Not Fleeing,0
2023,LA,Gun,Threat,Missing,1
2023,SC,Knife,Threat,Not Fleeing,0
2023,FL,Gun,Threat,Missing,0
2023,SD,Gun,Point,Foot,1
2023,WA,Gun,Shoot,Foot,0
2023,NV,Knife,Threat,Foot,1
2023,AL,Gun,Threat,Not Fleeing,0
2023,PA,Gun,Threat,Not Fleeing,0
2023,CA,Gun,Shoot,Not Fleeing,0
2023,IL,Gun,Threat,Not Fleeing,0
2023,VA,Knife,Threat,Not Fleeing,1
2023,MS,Gun,Shoot,Not Fleeing,0
2023,CO,Replica,Flee,Foot,1
2023,NC,Gun,Shoot,Foot,0
2023,TN,Gun,Shoot,Foot,1
2023,IL,Knife,Threat,Not Fleeing,1
2023,FL,Gun,Shoot,Not Fleeing,0
2023,KS,Knife,Threat,Not Fleeing,1
2023,WI,Replica,Threat,Not Fleeing,1
2023,MS,Gun,Point,Not Fleeing,0
2023,TX,Unclear Weapon Information,Attack,Not Fleeing,0
2023,MD,Gun,Point,Not Fleeing,1
2023,CA,Replica,Point,Not Fleeing,1
2023,WA,Gun,Threat,Vehicle,0
2023,PA,Vehicle,Move,Missing,0
2023,WA,Gun,Shoot,Not Fleeing,1
2023,VA,Knife,Point,Not Fleeing,1
2023,CA,Gun,Point,Not Fleeing,1
2023,KY,Unclear Weapon Information,Unclear Threat,Missing,0
2023,LA,Unarmed,Move,Vehicle,1
2023,UT,Gun,Shoot,Missing,1
2023,CO,Gun,Shoot,Not Fleeing,0
2023,CA,Gun,Shoot,Foot,0
2023,IL,Unclear Weapon Information,Unclear Threat,Foot,1
2023,OH,Gun,Shoot,Not Fleeing,1
2023,CO,Gun,Point,Not Fleeing,0
2023,AL,Gun,Shoot,Vehicle,0
2023,MO,Unclear Weapon Information,Unclear Threat,Missing,0
2023,MO,Unclear Weapon Information,Unclear Threat,Missing,0
2023,MI,Gun,Point,Not Fleeing,0
2023,GA,Gun,Threat,Missing,0
2023,AK,Gun,Shoot,Not Fleeing,0
2023,FL,Gun,Threat,Not Fleeing,1
2023,NC,Gun,Threat,Not Fleeing,0
2023,SC,Gun,Shoot,Missing,0
2023,TN,Gun,Shoot,Foot,0
2023,CO,Gun,Shoot,Not Fleeing,1
2023,FL,Gun,Point,Not Fleeing,0
2023,UT,Gun,Shoot,Vehicle,1
2023,NC,Knife,Threat,Not Fleeing,0
2023,MO,Gun,Shoot,Missing,0
2023,IN,Gun,Point,Not Fleeing,1
2023,CA,Blunt Object,Threat,Not Fleeing,1
2023,AZ,Unclear Weapon Information,Attack,Not Fleeing,0
2023,WI,Vehicle,Attack,Vehicle,1
2023,TX,Gun,Shoot,Foot,0
2023,PA,Gun,Shoot,Vehicle,0
2023,FL,Unclear Weapon Information,Unclear Threat,Missing,0
2023,LA,Gun,Shoot,Missing,0
2023,SC,Gun,Shoot,Missing,0
2023,SC,Gun,Shoot,Not Fleeing,0
2023,VT,Vehicle,Attack,Vehicle,0
2023,KY,Gun,Threat,Not Fleeing,1
2023,CA,Gun,Threat,Missing,1
2023,CO,Gun,Shoot,Not Fleeing,1
2023,TX,Gun,Shoot,Not Fleeing,0
2023,AL,Knife,Threat,Missing,0
2023,IA,Replica,Point,Not Fleeing,1
2023,FL,Unclear Weapon Information,Move,Vehicle,0
2023,SC,Gun,Shoot,Not Fleeing,0
2023,CA,Knife,Threat,Not Fleeing,1
2023,NC,Gun,Threat,Not Fleeing,0
2023,CA,Gun,Shoot,Not Fleeing,0
2023,TX,Gun,Point,Not Fleeing,0
2023,TX,Blunt Object,Threat,Foot,1
2023,HI,Gun,Threat,Missing,0
2023,NV,Gun,Threat,Vehicle,1
2023,WV,Gun,Point,Not Fleeing,0
2023,NV,Gun,Point,Foot,1
2023,ID,Gun,Threat,Foot,1
2023,NM,Gun,Shoot,Not Fleeing,0
2023,TN,Unarmed,Attack,Vehicle,1
2023,WA,Gun,Shoot,Missing,1
2023,AZ,Multiple Weapons,Threat,Vehicle,0
2023,FL,Unarmed,Attack,Missing,0
2023,VA,Gun,Shoot,Missing,0
2023,CA,Gun,Threat,Not Fleeing,1
2023,CA,Gun,Shoot,Not Fleeing,1
2023,AK,Gun,Point,Not Fleeing,0
2023,AZ,Gun,Shoot,Foot,1
2023,AZ,Replica,Threat,Foot,1
2023,FL,Gun,Shoot,Vehicle,1
2023,MD,Gun,Shoot,Vehicle,1
2023,FL,Gun,Shoot,Vehicle,0
2023,FL,Knife,Attack,Not Fleeing,0
2023,AL,Unclear Weapon Information,Unclear Threat,Vehicle,0
2023,NM,Knife,Threat,Not Fleeing,0
2023,CA,Other,Threat,Not Fleeing,0
2023,VA,Unarmed,Move,Not Fleeing,0
2023,MS,Unclear Weapon Information,Unclear Threat,Missing,0
2023,NC,Replica,Point,Not Fleeing,0
2023,NC,Knife,Point,Foot,0
2023,TN,Gun,Shoot,Missing,0
2023,AZ,Other,Attack,Missing,0
2023,WV,Gun,Threat,Not Fleeing,0
2023,NM,Gun,Shoot,Foot,0
2023,PA,Knife,Threat,Not Fleeing,1
2023,GA,Gun,Shoot,Vehicle,0
2023,PA,Vehicle,Move,Vehicle,0
2023,AK,Gun,Threat,Not Fleeing,0
2023,FL,Unarmed,Move,Not Fleeing,0
2023,IN,Gun,Shoot,Missing,0
2023,IL,Unclear Weapon Information,Unclear Threat,Vehicle,0
2023,OK,Gun,Point,Vehicle,0
2023,NC,Gun,Shoot,Not Fleeing,0
2023,CA,Unarmed,Attack,Vehicle,0
2023,WV,Unarmed,Move,Not Fleeing,1
2023,NY,Unarmed,Attack,Foot,1
2023,TN,Knife,Attack,Missing,0
2023,CA,Gun,Threat,Foot,0
2023,MI,Gun,Point,Not Fleeing,0
2023,TX,Gun,Threat,Missing,1
2023,OK,Unclear Weapon Information,Unclear Threat,Missing,0
2023,TX,Gun,Point,Missing,1
2023,OH,Gun,Shoot,Vehicle,0
2023,KY,Gun,Shoot,Missing,0
2023,AZ,Gun,Shoot,Foot,0
2023,AZ,Gun,Shoot,Not Fleeing,0
2023,UT,Gun,Threat,Missing,1
2023,SC,Gun,Point,Not Fleeing,0
2023,IA,Unclear Weapon Information,Unclear Threat,Vehicle,0
2023,NJ,Unclear Weapon Information,Unclear Threat,Missing,0
2023,VA,Knife,Threat,Not Fleeing,0
2023,OH,Gun,Shoot,Foot,1
2023,GA,Gun,Shoot,Not Fleeing,0
2023,KY,Unclear Weapon Information,Attack,Not Fleeing,1
2023,TX,Unarmed,Accident,Not Fleeing,0
2023,TX,Gun,Point,Not Fleeing,0
2023,CO,Gun,Point,Missing,0
2023,NM,Unclear Weapon Information,Unclear Threat,Missing,0
2023,CA,Blunt Object,Threat,Not Fleeing,0
2023,TX,Gun,Threat,Not Fleeing,0
2023,MI,Gun,Threat,Not Fleeing,0
2023,OH,Gun,Threat,Not Fleeing,0
2023,KY,Unclear Weapon Information,Unclear Threat,Missing,0
2023,TX,Gun,Point,Not Fleeing,0
2023,TX,Gun,Shoot,Not Fleeing,0
2023,AL,Gun,Shoot,Foot,0
2023,AZ,Gun,Threat,Not Fleeing,0
2023,MS,Unclear Weapon Information,Point,Not Fleeing,0
2023,ND,Gun,Shoot,Not Fleeing,1
2023,FL,Knife,Point,Not Fleeing,1
2023,CO,Gun,Threat,Not Fleeing,1
2023,AL,Unclear Weapon Information,Threat,Not Fleeing,0
2023,GA,Gun,Shoot,Foot,0
2023,NM,Gun,Shoot,Vehicle,1
2023,TX,Gun,Threat,Foot,1
2023,MS,Gun,Shoot,Not Fleeing,0
2023,GA,Gun,Threat,Not Fleeing,0
2023,AZ,Gun,Threat,Missing,1
2023,WV,Unclear Weapon Information,Threat,Foot,0
2023,MI,Gun,Threat,Not Fleeing,0
2023,LA,Gun,Shoot,Foot,1
2023,IL,Gun,Point,Not Fleeing,0
2023,CO,Gun,Shoot,Not Fleeing,0
2023,NM,Gun,Threat,Not Fleeing,0
2023,VA,Unclear Weapon Information,Move,Not Fleeing,0
2023,IN,Unclear Weapon Information,Flee,Vehicle,0
2023,CA,Knife,Point,Not Fleeing,0
2023,TX,Knife,Threat,Not Fleeing,1
2023,NM,Gun,Shoot,Not Fleeing,1
2023,AZ,Unclear Weapon Information,Flee,Foot,0
2023,LA,Gun,Point,Not Fleeing,1
2023,VA,Knife,Point,Not Fleeing,1
2023,TN,Gun,Shoot,Not Fleeing,1
2023,MD,Knife,Threat,Foot,1
2023,OR,Unclear Weapon Information,Flee,Vehicle,0
2023,ME,Gun,Point,Foot,0
2023,PA,Gun,Shoot,Foot,0
2023,OK,Knife,Threat,Missing,0
2023,TN,Gun,Point,Not Fleeing,1
2023,IN,Gun,Point,Missing,0
2023,CA,Knife,Threat,Not Fleeing,0
2023,CO,Gun,Threat,Not Fleeing,1
2023,CA,Gun,Point,Not Fleeing,0
2023,ID,Gun,Shoot,Not Fleeing,0
2023,FL,Knife,Threat,Not Fleeing,0
2023,TX,Gun,Threat,Not Fleeing,0
2023,TX,Gun,Point,Vehicle,1
2023,NJ,Unclear Weapon Information,Unclear Threat,Not Fleeing,1
2023,FL,Gun,Shoot,Missing,0
2023,MI,Blunt Object,Threat,Vehicle,0
2023,TX,Gun,Shoot,Vehicle,0
2023,MN,Vehicle,Move,Vehicle,1
2023,GA,Other,Threat,Not Fleeing,0
2023,KY,Gun,Threat,Foot,0
2023,GA,Gun,Threat,Vehicle,1
2023,OH,Gun,Shoot,Vehicle,1
2023,OH,Gun,Shoot,Vehicle,1
2023,WI,Unclear Weapon Information,Threat,Missing,0
2023,CA,Gun,Shoot,Vehicle,0
2023,AL,Gun,Threat,Missing,0
2023,NY,Gun,Shoot,Not Fleeing,1
2023,KY,Gun,Shoot,Missing,1
2023,ID,Knife,Threat,Not Fleeing,1
2023,IN,Gun,Threat,Foot,1
2023,AZ,Gun,Threat,Foot,1
2023,NY,Knife,Threat,Not Fleeing,1
2023,MO,Gun,Shoot,Missing,1
2023,TX,Gun,Threat,Foot,1
2023,PA,Unclear Weapon Information,Flee,Foot,0
2023,FL,Gun,Shoot,Vehicle,0
2023,OH,Blunt Object,Threat,Not Fleeing,1
2023,CO,Unarmed,Move,Not Fleeing,1
2023,OH,Unarmed,Move,Missing,0
2023,MI,Unclear Weapon Information,Unclear Threat,Vehicle,0
2023,KS,Unclear Weapon Information,Unclear Threat,Vehicle,0
2023,NY,Gun,Shoot,Vehicle,1
2023,AZ,Knife,Threat,Not Fleeing,1
2023,CA,Gun,Point,Foot,1
2023,PA,Gun,Point,Not Fleeing,1
2023,FL,Blunt Object,Threat,Not Fleeing,1
2023,MO,Vehicle,Move,Missing,0
2023,CA,Unclear Weapon Information,Unclear Threat,Missing,0
2023,TX,Gun,Point,Missing,0
2023,CT,Unarmed,Flee,Vehicle,1
2023,WA,Gun,Shoot,Missing,0
2023,KS,Gun,Shoot,Not Fleeing,0
2023,GA,Gun,Shoot,Vehicle,0
2023,NM,Unclear Weapon Information,Unclear Threat,Missing,0
2023,CA,Knife,Threat,Missing,0
2023,MI,Gun,Shoot,Not Fleeing,0
